,game,model,experiment,episode,metric,value
14,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,6.0
15,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,1.0
16,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,0.86
17,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Main Score,0.0
18,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,repeats guess,1.0
19,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,1.0
20,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Aborted,0.0
21,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Lose,1.0
22,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Success,0.0
23,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Request Count,6.0
24,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Parsed Request Count,6.0
25,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Violated Request Count,0.0
26,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Request Success Ratio,1.0
27,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Main Score,0.0
28,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,repeats guess,1.0
29,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,total guess repetitions,2.0
30,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Aborted,0.0
31,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Lose,1.0
32,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Success,0.0
33,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Request Count,6.0
34,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Parsed Request Count,6.0
35,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Violated Request Count,0.0
36,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Request Success Ratio,1.0
37,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Main Score,0.0
38,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,repeats guess,1.0
39,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,total guess repetitions,1.0
40,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Aborted,0.0
41,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Lose,1.0
42,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Success,0.0
43,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Request Count,7.0
44,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Parsed Request Count,6.0
45,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Violated Request Count,1.0
46,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Request Success Ratio,0.86
47,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Main Score,0.0
48,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,repeats guess,1.0
49,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,total guess repetitions,1.0
50,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Aborted,0.0
51,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Lose,1.0
52,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Success,0.0
53,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Request Count,6.0
54,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Parsed Request Count,6.0
55,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Violated Request Count,0.0
56,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Request Success Ratio,1.0
57,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Main Score,0.0
58,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,repeats guess,1.0
59,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,total guess repetitions,1.0
60,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Aborted,0.0
61,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Lose,1.0
62,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Success,0.0
63,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Request Count,6.0
64,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Parsed Request Count,6.0
65,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Violated Request Count,0.0
66,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Request Success Ratio,1.0
67,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Main Score,0.0
68,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,repeats guess,0.0
69,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,total guess repetitions,0.0
70,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Aborted,0.0
71,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Lose,1.0
72,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Success,0.0
73,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Request Count,6.0
74,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Parsed Request Count,6.0
75,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Violated Request Count,0.0
76,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Request Success Ratio,1.0
77,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Main Score,0.0
78,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,repeats guess,1.0
79,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,total guess repetitions,2.0
80,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Aborted,0.0
81,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Lose,1.0
82,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Success,0.0
83,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Request Count,6.0
84,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Parsed Request Count,6.0
85,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Violated Request Count,0.0
86,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Request Success Ratio,1.0
87,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Main Score,0.0
88,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,repeats guess,1.0
89,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,total guess repetitions,2.0
90,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Aborted,0.0
91,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Lose,1.0
92,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Success,0.0
93,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Request Count,6.0
94,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Parsed Request Count,6.0
95,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Violated Request Count,0.0
96,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Request Success Ratio,1.0
97,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Main Score,0.0
98,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,repeats guess,1.0
99,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,total guess repetitions,1.0
100,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Aborted,0.0
101,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Lose,1.0
102,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Success,0.0
103,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Count,6.0
104,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Parsed Request Count,6.0
105,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Violated Request Count,0.0
106,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Success Ratio,1.0
107,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,Main Score,0.0
108,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,repeats guess,0.0
109,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_4,total guess repetitions,0.0
110,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Aborted,0.0
111,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Lose,1.0
112,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Success,0.0
113,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Request Count,6.0
114,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Parsed Request Count,6.0
115,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Violated Request Count,0.0
116,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Request Success Ratio,1.0
117,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,Main Score,0.0
118,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,repeats guess,1.0
119,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_12,total guess repetitions,1.0
120,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Aborted,0.0
121,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Lose,1.0
122,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Success,0.0
123,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Count,7.0
124,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Parsed Request Count,6.0
125,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Violated Request Count,1.0
126,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Success Ratio,0.86
127,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Main Score,0.0
128,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,repeats guess,0.0
129,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,total guess repetitions,0.0
130,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Aborted,0.0
131,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Lose,1.0
132,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Success,0.0
133,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Count,6.0
134,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,6.0
135,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,0.0
136,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,1.0
137,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,Main Score,0.0
138,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,repeats guess,1.0
139,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,2.0
140,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_8,Aborted,0.0
141,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_8,Lose,1.0
142,wordle,Unsloth-meta-llama-3.1-4bit-plain-t0.0--Unsloth-meta-llama-3.1-4bit-plain-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_8,Success,0.0
